datum,tävling,kategori,viktklass,placering,namn,förening,kroppsvikt,böj,bänk,mark,total,poäng,diskvalificerad,kön,tävlingstyp,count,klassisk/utrustad,sl/bp
2018-08-24,Götalandsmästerskapen Klassisk BP 2018,Dam Senior,84.00,1,Pernilla Röhr,Vagnhallen SK,83.2,,77.5,,,69.44,,Dam,utrustad sl,1,klassisk,bp
2018-08-24,Götalandsmästerskapen Klassisk BP 2018,Dam Senior,84+,1,Marie Ericson,Mascot Atletklubb,107.3,,72.5,,,59.27,,Dam,utrustad sl,1,klassisk,bp
2018-08-24,Götalandsmästerskapen Klassisk BP 2018,Dam Senior,84+,2,Rebecca Glamheden,Vagnhallen SK,124.85,,67.5,,,53.6,,Dam,utrustad sl,1,klassisk,bp
2018-08-24,Götalandsmästerskapen Klassisk BP 2018,Dam Senior,84+,3,Ann Jordebo,Vagnhallen SK,98.2,,65.0,,,54.42,,Dam,utrustad sl,1,klassisk,bp
2018-08-17,Norrlandsmästerskapen klassisk bänkpress,Herr Senior,120.00,1,CarlJohan Fridén,Mascot Atletklubb,114.2,,192.5,,,112.06,,Herr,klassisk bp,1,klassisk,bp
2018-08-17,Norrlandsmästerskapen klassisk bänkpress,Herr Senior,120.00,2,Stefan Flodberg,Sandvikens AK,117.85,,187.5,,,108.27,,Herr,klassisk bp,1,klassisk,bp
2018-08-17,Norrlandsmästerskapen klassisk bänkpress,Herr Senior,120+,1,Nicklas Karlsson,Hofors Lyftarklubb,126.0,,190.0,,,108.1,,Herr,klassisk bp,1,klassisk,bp
2018-08-17,Norrlandsmästerskapen klassisk bänkpress,Herr Senior,120+,2,Emil Karlsson,Härnösands AK,139.25,,177.5,,,99.27,,Herr,klassisk bp,1,klassisk,bp
2018-08-17,Norrlandsmästerskapen klassisk bänkpress,Dam Senior,63.00,1,Sofia Sundblad,Fyshuset Sportklubb Gefle,60.8,,40.0,,,44.14,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,59.00,1,Hugo Granberg,Malmö Lyftarklubb,58.1,,97.5,,,85.68,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,66.00,1,Eddie Berglund,Hofors Lyftarklubb,65.7,,205.0,,,161.57,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,66.00,2,Shahnur Rahman,Sundbybergs TK,65.5,,130.0,,,102.72,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,66.00,3,Gustav Blomqvist,Sundbybergs TK,65.45,,117.5,,,92.9,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,66.00,4,Tahvo Jauhojärvi,ASK Eskilstuna,65.6,,112.5,,,88.78,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,74.00,1,Björn Hansen,Örebro KK,73.65,,170.0,,,122.7,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,74.00,2,Simon Brunzell,Nynäshamns AK,72.7,,165.0,,,120.21,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,74.00,3,Fredrik Zeitelberg,Filipstads AK,73.25,,145.0,,,105.06,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,74.00,4,Martin  Allard,Linköpings AK,73.9,,142.5,,,102.6,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,74.00,5,Jimmy Lillemo,Karlstads AK,73.8,,140.0,,,100.9,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,74.00,6,Carl-Erik Dang,Örebro KK,73.3,,0.0,,,0.0,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,83.00,1,Simon Svedin,Sundsvalls AK,82.15,,177.5,,,119.21,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,83.00,2,Simon Druve,Täby AK,81.4,,175.0,,,118.19,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,83.00,3,Kevin Ericsson,Borlänge AK,82.1,,172.5,,,115.9,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,83.00,4,Niklas Lindroth,Örebro KK,79.3,,170.0,,,116.71,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,83.00,5,Patrik Fornander,Filipstads AK,82.85,,160.0,,,106.91,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,83.00,6,Johannes Jonsson,ASK Eskilstuna,81.5,,157.5,,,106.29,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,83.00,7,Erik Gyllenhammar,Gävle KK,81.4,,0.0,,,0.0,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,93.00,1,Håkan Reher,Härnösands AK,91.95,,215.5,,,136.12,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,93.00,2,Niklas  Larsson,ASK Eskilstuna,92.8,,185.0,,,116.33,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,93.00,3,Thomas Edvinsson,Vedum AIS,91.8,,182.5,,,115.36,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,105.00,1,Anders Henriksson,Sundbybergs TK,104.35,,210.0,,,125.76,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,105.00,2,Adam Luotonen,Jönköping SK,104.6,,205.0,,,122.66,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,105.00,3,Sebastian Thernström,Karlstads AK,104.2,,195.0,,,116.84,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,105.00,4,Tommy  Påhls,Borlänge AK,103.95,,187.5,,,112.44,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,105.00,5,simon evald,Upsala TK,102.75,,185.0,,,111.42,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,105.00,6,Erik Olsson,Lerums AK,103.2,,185.0,,,111.24,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,105.00,7,Per Hörnqvist,Södertälje AK,103.15,,182.5,,,109.75,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,105.00,8,Jonas Hederberg,Linköpings AK,103.95,,172.5,,,103.45,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,120.00,1,Håkan Mellberg,Hälsomagasinet Svalöv,117.3,,222.5,,,128.62,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,120.00,2,Patrik Winbjörk,Luleå AK,119.15,,217.5,,,125.25,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,120.00,3,Emil Gustafsson,ASK Eskilstuna,119.7,,205.0,,,117.93,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,120.00,4,CarlJohan Fridén,Mascot Atletklubb,115.85,,200.0,,,115.98,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,120.00,5,Mattias Johansson,Vedum AIS,116.45,,200.0,,,115.83,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Herr Senior,120+,1,Adam Jakobsson,Malå AK,126.5,,235.0,,,133.6,,Herr,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,47.00,1,Emelie Elvegård,Östersunds AK,46.4,,85.0,,,115.37,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,52.00,1,Sophia Waldemarson,HAK Greppet,50.6,,97.5,,,124.12,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,52.00,2,Laura Savolainen,Sundbybergs TK,51.95,,85.0,,,106.04,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,52.00,4,Joanne  Kadir,Sundbybergs TK,51.55,,65.0,,,81.58,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,52.00,4,Sara Fredriksson,Jönköping SK,51.55,,65.0,,,81.58,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,57.00,1,Karolina Arvidson,Örebro KK,56.85,,100.0,,,116.28,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,1,Elna Nordh,Formtoppen Atletklubb,61.45,,100.0,,,109.45,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,2,Andrea  Hammarström,HAK Greppet,62.7,,100.0,,,107.79,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,3,Johanna Wessman,Sommarhemmets Kraftsport,59.9,,92.5,,,103.26,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,4,Elsa Marin Karlsson,Sommarhemmets Kraftsport,62.4,,90.0,,,97.36,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,5,Tova Aura,ASK Eskilstuna,61.3,,85.0,,,93.21,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,6,Ellen Evbjer,Upsala TK,61.15,,80.0,,,87.89,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,7,Elma Jukic,Örebro KK,61.45,,77.5,,,84.83,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,8,Sofia Sundblad,Fyshuset Sportklubb Gefle,61.5,,75.0,,,82.04,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,9,Nathalie Pahlenstam,Mascot Atletklubb,59.55,,70.0,,,78.5,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,10,Sascha Andreasson Johannisson,Crossfit Gårda SK,61.15,,0.0,,,0.0,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,11,Louice Persson,Sundbybergs TK,61.25,,0.0,,,0.0,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,63.00,12,Sofia Johansson,Sundbybergs TK,62.7,,0.0,,,0.0,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,72.00,1,Micaela Ödling,Upsala TK,70.55,,107.5,,,106.37,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,72.00,2,Josefin Djerf,Hofors Lyftarklubb,68.05,,100.0,,,101.47,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,72.00,3,Isabella Eriksson von Weissenberg,Göteborgs KK,71.9,,97.5,,,95.25,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,72.00,4,Amanda  Eriksson,Hallsbergs AK,68.4,,95.0,,,96.05,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,72.00,5,Anna Lundberg,Örebro KK,64.45,,90.0,,,95.02,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,72.00,6,Minna Lindblom,Fysiken AK,68.95,,85.0,,,85.45,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,72.00,7,Agnes Rudin,Lunds TK,71.0,,85.0,,,83.75,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,84.00,1,Clara Fridén,Mascot Atletklubb,82.55,,115.0,,,103.46,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,84.00,2,Marie Emmertz,Södra SK,75.8,,95.0,,,89.72,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,84.00,3,Sandra Jakobsson,Göteborgs KK,83.4,,95.0,,,85.02,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,84.00,4,Ellinor Svensson,Täby AK,82.0,,90.0,,,81.26,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,84.00,5,Lisa Heller,Fysiken AK,76.25,,82.5,,,77.63,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,84+,1,Madeleine Lundin-Heed,Trosa Atletik IF,118.9,,102.5,,,82.1,,Dam,klassisk bp,1,klassisk,bp
2018-07-08,SM i Klassisk Bänkpress 2018,Dam Senior,84+,2,Karina Persson,Sandvikens AK,100.9,,80.0,,,66.43,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Senior,66.00,1,Eddie Berglund,Hofors Lyftarklubb,65.38,,211.0,,,166.97,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Senior,93.00,3,Marcus Grahn,ASK Eskilstuna,92.3,,207.5,,,130.82,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Senior,105.00,5,Josef Eriksson,Hallsbergs AK,99.05,,225.0,,,137.46,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Senior,105.00,9,Andreas Henning,Hallsbergs AK,104.68,,217.5,,,130.11,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Senior,120+,3,Joel  Sundelin,Hofors Lyftarklubb,136.56,,247.5,,,138.83,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Junior,74.00,2,Lars Norin,Ockelbo AK,72.34,,177.5,,,129.78,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Junior,93.00,6,Andreas  Olausson,Sundbybergs TK,91.43,,180.0,,,114.01,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 40-49,83.00,5,Johannes Jonsson,ASK Eskilstuna,81.43,,157.5,,,106.35,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 40-49,83.00,7,Jens Mogren,Filipstads AK,81.96,,125.0,,,84.07,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 40-49,105.00,3,Anders Henriksson,Sundbybergs TK,103.95,,210.0,,,125.94,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 40-49,120+,7,Nicklas Karlsson,Hofors Lyftarklubb,123.91,,192.5,,,109.89,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 50-59,74.00,3,Lars Carlsson,Filipstads AK,73.77,,147.5,,,106.33,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 50-59,83.00,4,Patrik Fornander,Filipstads AK,82.52,,165.0,,,110.52,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 50-59,83.00,5,Bo Lindgren,Malå AK,80.11,,162.5,,,110.84,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 50-59,93.00,8,Joacim Johansson,Vedum AIS,91.91,,155.0,,,97.92,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 60-69,93.00,3,Alf Olsson,Sandvikens AK,90.55,,147.5,,,93.87,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 60-69,105.00,6,Antton Kallingi,Sundsvalls AK,95.2,,125.0,,,77.68,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 70+,74.00,5,Börje Eriksson,Smedjebackens AK,72.91,,90.0,,,65.43,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 70+,120.00,2,Niilo Maliniemi,ASK Eskilstuna,117.46,,180.0,,,104.02,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Herr Veteran 70+,120.00,4,Mujir El Alami,Malmö Lyftarklubb,112.27,,130.0,,,76.04,,Herr,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Senior,52.00,2,Sophia Waldemarson,HAK Greppet,50.74,,100.0,,,127.04,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Senior,57.00,1,Karolina Arvidson,Örebro KK,56.14,,105.0,,,123.3,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Senior,63.00,8,Andrea  Hammarström,HAK Greppet,62.11,,102.5,,,111.28,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Senior,63.00,9,Louice Persson,Sundbybergs TK,62.27,,102.5,,,111.06,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Senior,84.00,3,Clara Fridén,Mascot Atletklubb,82.33,,122.5,,,110.36,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Junior,47.00,1,Emelie Elvegård,Östersunds AK,46.2,,86.0,,,117.09,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Junior,57.00,1,Donna  Berglund,ASK Eskilstuna,56.71,,103.0,,,120.0,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Junior,72.00,1,Vilma Olsson,Hallsbergs AK,67.92,,107.5,,,109.23,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Veteran 40-49,72.00,4,Petra Höglund,Vedum AIS,70.11,,85.0,,,84.47,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Veteran 40-49,84.00,5,Pernilla Röhr,Vagnhallen SK,83.14,,77.5,,,69.47,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Veteran 50-59,84.00,4,Åsa  Halvarsson,Sundsvalls AK,72.67,,77.5,,,75.18,,Dam,klassisk bp,1,klassisk,bp
2018-05-14,VM Klassisk Bänkpress 2018,Dam Veteran 50-59,84+,4,Ann Jordebo,Vagnhallen SK,98.0,,65.0,,,54.45,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,83.00,1,Tobias Östlund,Sandvikens AK,82.55,,145.0,,,97.1,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,83.00,2,Arto Lax,Fyshuset Sportklubb Gefle,82.5,,120.0,,,80.39,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,93.00,1,Johan Eriksson,Sandvikens AK,90.35,,150.0,,,95.57,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,93.00,2,Christer Fagerlund,Sandvikens AK,92.0,,122.5,,,77.35,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,105.00,1,Sven-Olof Daunfeldt,Gävle KK,100.15,,177.5,,,107.96,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,105.00,2,Johannes Sundblad,Fyshuset Sportklubb Gefle,102.55,,140.0,,,84.38,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,120.00,1,CarlJohan Fridén,Mascot Atletklubb,111.4,,192.5,,,112.86,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,120.00,2,Stefan Flodberg,Sandvikens AK,115.15,,177.5,,,103.1,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,120+,1,Karl Larsson,Sandvikens AK,132.15,,185.0,,,104.33,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Senior,120+,2,Johan Östholm,Sandvikens AK,135.45,,175.0,,,98.29,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Junior,53.00,1,Pontus Jonsson,Edsbyns AK,49.95,,60.5,,,61.97,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Junior,66.00,1,Robin Nirs,Edsbyns AK,59.7,,117.5,,,100.67,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Herr Junior,105.00,1,Emil  Norling,Fyshuset Sportklubb Gefle,102.6,,182.5,,,109.97,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Dam Senior,57.00,1,Ann-Charlotte Nyman,Fyshuset Sportklubb Gefle,53.55,,60.0,,,73.11,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Dam Senior,57.00,2,Hanna Cardell,Fyshuset Sportklubb Gefle,56.15,,55.0,,,64.58,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Dam Senior,63.00,1,Sofia Sundblad,Fyshuset Sportklubb Gefle,60.1,,77.5,,,86.29,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Dam Senior,72.00,1,Josefin Djerf,Hofors Lyftarklubb,67.58,,106.0,,,108.09,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Dam Senior,84.00,1,Lindha Södergren,Sandvikens AK,82.9,,85.0,,,76.31,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Dam Senior,84.00,2,Madeleine Hellström,Faxe Atletklubb,80.6,,70.0,,,63.79,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress 2018 (SNSF) ,Dam Senior,84+,1,Karina Persson,Sandvikens AK,99.45,,100.0,,,83.39,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Senior,74.00,1,Jonas Nilsson,Härnösands AK,72.02,,95.0,,,69.69,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Senior,93.00,1,Håkan Reher,Härnösands AK,92.02,,212.5,,,134.17,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Senior,93.00,2,Simon Svedin,Sundsvalls AK,89.2,,177.5,,,113.84,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Senior,93.00,3,Jimmy Grenblad,Härnösands AK,91.5,,155.0,,,98.14,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Senior,93.00,4,Mikael Lundstedt,Sundsvalls AK,89.66,,145.0,,,92.75,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Senior,105.00,1,Daniel Lundqvist,Härnösands AK,103.74,,170.0,,,102.02,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Senior,120+,1,Emil Karlsson,Härnösands AK,130.58,,160.0,,,90.42,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Senior,120+,2,Peter Garbom,Sundsvalls AK,124.94,,152.5,,,86.91,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Ungdom,74.00,1,Samuel Bergström,Ånge AK,72.82,,90.0,,,65.49,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Veteran 40-49,105.00,1,Mats Rindemark,Härnösands AK,104.04,,160.0,,,95.92,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Veteran 40-49,120+,1,Marko Jokiniemi,Sundsvalls AK,164.9,,147.5,,,80.5,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Herr Veteran 60-69,93.00,1,Malte Jansson,Härnösands AK,90.06,,127.5,,,81.37,,Herr,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Dam Senior,72.00,1,Olivia Särnbratt Fransson,Sundbybergs TK,70.5,,95.0,,,94.05,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Dam Senior,72.00,2,Sandra Hedberg,Härnösands AK,71.94,,90.0,,,87.89,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Dam Ungdom,63.00,1,Jannice  Nygren,Kubbe-Norrflärke IF,62.92,,57.5,,,61.81,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Dam Ungdom,72.00,1,Ingrid Lundkvist,Härnösands AK,66.22,,60.0,,,62.09,,Dam,klassisk bp,1,klassisk,bp
2018-05-12,DM klassisk bänkpress (MNSF),Dam Veteran 40-49,72.00,1,Helen Wennberg,Tåsjödalens IK,71.8,,52.5,,,51.34,,Dam,klassisk bp,1,klassisk,bp
